"year","leaid","lea_name","state_name","city_location","agency_type","enrollment","spec_ed_students","english_language_learners","est_population_total","est_population_5_17","est_population_5_17_pct"
"2014","3600045","BROOKLYN CHARTER SCHOOL (THE)","New York","BROOKLYN","Charter agency","235","Missing/not reported","0","","",""
"2014","3600046","COMMUNITY PARTNERSHIP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","403","Missing/not reported","0","","",""
"2014","3600047","HARBOR SCIENCE AND ARTS CHARTER SCHOOL","New York","NEW YORK","Charter agency","266","Missing/not reported","0","","",""
"2014","3600048","HARRIET TUBMAN CHARTER SCHOOL","New York","BRONX","Charter agency","653","Missing/not reported","0","","",""
"2014","3600049","ICAHN CHARTER SCHOOL 1","New York","BRONX","Charter agency","326","Missing/not reported","0","","",""
"2014","3600053","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","468","Missing/not reported","0","","",""
"2014","3600054","KIPP ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","985","Missing/not reported","0","","",""
"2014","3600055","MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL","New York","SPRINGFIELD GARDENS","Charter agency","494","Missing/not reported","0","","",""
"2014","3600057","OUR WORLD NEIGHBORHOOD CHARTER SCHOOL","New York","ASTORIA","Charter agency","699","Missing/not reported","0","","",""
"2014","3600059","RENAISSANCE CHARTER SCHOOL (THE)","New York","JACKSON HEIGHTS","Charter agency","544","Missing/not reported","0","","",""
"2014","3600060","RIVERHEAD CHARTER SCHOOL","New York","CALVERTON","Charter agency","366","Missing/not reported","39","","",""
"2014","3600061","SISULU-WALKER CHARTER SCHOOL OF HARLEM","New York","NEW YORK","Charter agency","241","Missing/not reported","0","","",""
"2014","3600063","BRONX CHARTER SCHOOL FOR THE ARTS","New York","BRONX","Charter agency","315","Missing/not reported","0","","",""
"2014","3600064","COMMUNITY CHARTER SCHOOL","New York","BUFFALO","Charter agency","","","","","",""
"2014","3600066","FAMILY LIFE ACADEMY CHARTER SCHOOL I","New York","BRONX","Charter agency","467","Missing/not reported","0","","",""
"2014","3600067","GLOBAL CONCEPTS CHARTER SCHOOL","New York","LACKAWANNA","Charter agency","930","Missing/not reported","58","","",""
"2014","3600068","HARLEM PREP CHARTER SCHOOL","New York","NEW YORK","Charter agency","692","Missing/not reported","0","","",""
"2014","3600070","SOUTHSIDE ACADEMY CHARTER SCHOOL","New York","SYRACUSE","Charter agency","688","Missing/not reported","0","","",""
"2014","3600071","BUFFALO UNITED CHARTER SCHOOL","New York","BUFFALO","Charter agency","717","Missing/not reported","0","","",""
"2014","3600073","ENTERPRISE CHARTER SCHOOL","New York","BUFFALO","Charter agency","403","Missing/not reported","32","","",""
"2014","3600076","NEW YORK CITY GEOGRAPHIC DISTRICT # 1","New York","NEW YORK","Local school district that is a component of a supervisory union","11676","2629","1120","","",""
"2014","3600077","NEW YORK CITY GEOGRAPHIC DISTRICT # 2","New York","NEW YORK","Local school district that is a component of a supervisory union","62392","10923","5503","","",""
"2014","3600078","NEW YORK CITY GEOGRAPHIC DISTRICT # 3","New York","NEW YORK","Local school district that is a component of a supervisory union","22548","4395","836","","",""
"2014","3600079","NEW YORK CITY GEOGRAPHIC DISTRICT # 4","New York","NEW YORK","Local school district that is a component of a supervisory union","13794","4065","934","","",""
"2014","3600080","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS","New York","NEW YORK","Charter agency","818","Missing/not reported","0","","",""
"2014","3600081","NEW YORK CITY GEOGRAPHIC DISTRICT # 5","New York","NEW YORK","Local school district that is a component of a supervisory union","12215","4485","1036","","",""
"2014","3600082","KIPP STAR COLLEGE PREP CHARTER","New York","NEW YORK","Charter agency","669","Missing/not reported","0","","",""
"2014","3600083","NEW YORK CITY GEOGRAPHIC DISTRICT # 6","New York","NEW YORK","Local school district that is a component of a supervisory union","23767","5617","6202","","",""
"2014","3600084","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","New York","BRONX","Local school district that is a component of a supervisory union","19916","6311","2679","","",""
"2014","3600085","NEW YORK CITY GEOGRAPHIC DISTRICT # 8","New York","BRONX","Local school district that is a component of a supervisory union","28669","9233","2314","","",""
"2014","3600086","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","New York","BRONX","Local school district that is a component of a supervisory union","36061","10409","7048","","",""
"2014","3600087","NEW YORK CITY GEOGRAPHIC DISTRICT #10","New York","BRONX","Local school district that is a component of a supervisory union","55177","13791","9573","","",""
"2014","3600088","NEW YORK CITY GEOGRAPHIC DISTRICT #11","New York","BRONX","Local school district that is a component of a supervisory union","39484","10404","2948","","",""
"2014","3600089","BRONX CHARTER SCHOOL FOR BETTER LEARNING","New York","BRONX","Charter agency","470","Missing/not reported","0","","",""
"2014","3600090","NEW YORK CITY GEOGRAPHIC DISTRICT #12","New York","BRONX","Local school district that is a component of a supervisory union","23956","6599","3614","","",""
"2014","3600091","NEW YORK CITY GEOGRAPHIC DISTRICT #13","New York","BROOKLYN","Local school district that is a component of a supervisory union","21600","3724","875","","",""
"2014","3600092","NEW YORK CITY GEOGRAPHIC DISTRICT #15","New York","BROOKLYN","Local school district that is a component of a supervisory union","30644","6856","5039","","",""
"2014","3600094","NEW YORK CITY GEOGRAPHIC DISTRICT #16","New York","BROOKLYN","Local school district that is a component of a supervisory union","7647","2892","247","","",""
"2014","3600095","NEW YORK CITY GEOGRAPHIC DISTRICT #17","New York","BROOKLYN","Local school district that is a component of a supervisory union","24056","7488","1746","","",""
"2014","3600096","NEW YORK CITY GEOGRAPHIC DISTRICT #18","New York","BROOKLYN","Local school district that is a component of a supervisory union","16838","4082","705","","",""
"2014","3600097","NEW YORK CITY GEOGRAPHIC DISTRICT #32","New York","BROOKLYN","Local school district that is a component of a supervisory union","13120","3185","2090","","",""
"2014","3600098","NEW YORK CITY GEOGRAPHIC DISTRICT #24","New York","CORONA","Local school district that is a component of a supervisory union","57598","11501","11435","","",""
"2014","3600099","NEW YORK CITY GEOGRAPHIC DISTRICT #26","New York","BAYSIDE","Local school district that is a component of a supervisory union","31744","4723","2267","","",""
"2014","3600100","NEW YORK CITY GEOGRAPHIC DISTRICT #28","New York","JAMAICA","Local school district that is a component of a supervisory union","39925","7550","3515","","",""
"2014","3600101","NEW YORK CITY GEOGRAPHIC DISTRICT #29","New York","QUEENS VILLAGE","Local school district that is a component of a supervisory union","27037","6061","1873","","",""
"2014","3600102","NEW YORK CITY GEOGRAPHIC DISTRICT #30","New York","LONG ISLAND CITY","Local school district that is a component of a supervisory union","40008","7141","6783","","",""
"2014","3600103","NEW YORK CITY GEOGRAPHIC DISTRICT #31","New York","STATEN ISLAND","Local school district that is a component of a supervisory union","60252","17323","2828","","",""
"2014","3600104","SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL","New York","SYRACUSE","Charter agency","853","Missing/not reported","48","","",""
"2014","3600105","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL","New York","BUFFALO","Charter agency","390","Missing/not reported","27","","",""
"2014","3600106","WESTERN NEW YORK MARITIME CHARTER SCHOOL","New York","BUFFALO","Charter agency","325","Missing/not reported","10","","",""
"2014","3600107","WESTMINSTER COMMUNITY CHARTER SCHOOL","New York","BUFFALO","Charter agency","545","Missing/not reported","0","","",""
"2014","3600108","HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","1036","Missing/not reported","0","","",""
"2014","3600109","OPPORTUNITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","474","Missing/not reported","0","","",""
"2014","3600110","BRONX CHARTER SCHOOL FOR CHILDREN","New York","BRONX","Charter agency","424","Missing/not reported","0","","",""
"2014","3600111","BRONX LIGHTHOUSE CHARTER SCHOOL","New York","BRONX","Charter agency","665","Missing/not reported","0","","",""
"2014","3600112","GRAND CONCOURSE ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","389","Missing/not reported","0","","",""
"2014","3600113","BRONX CHARTER SCHOOL FOR EXCELLENCE","New York","BRONX","Charter agency","636","Missing/not reported","0","","",""
"2014","3600114","EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT","New York","BROOKLYN","Charter agency","727","Missing/not reported","0","","",""
"2014","3600115","WILLIAMSBURG CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","960","Missing/not reported","0","","",""
"2014","3600116","BROOKLYN EXCELSIOR CHARTER SCHOOL","New York","BROOKLYN","Charter agency","710","Missing/not reported","0","","",""
"2014","3600118","PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL","New York","FAR ROCKAWAY","Charter agency","324","Missing/not reported","0","","",""
"2014","3600119","NEW YORK CITY GEOGRAPHIC DISTRICT #14","New York","BROOKLYN","Local school district that is a component of a supervisory union","19814","4936","1891","","",""
"2014","3600120","NEW YORK CITY GEOGRAPHIC DISTRICT #19","New York","BROOKLYN","Local school district that is a component of a supervisory union","22690","6712","2295","","",""
"2014","3600121","NEW YORK CITY GEOGRAPHIC DISTRICT #23","New York","BROOKLYN","Local school district that is a component of a supervisory union","10087","3346","356","","",""
"2014","3600122","NEW YORK CITY GEOGRAPHIC DISTRICT #25","New York","FLUSHING","Local school district that is a component of a supervisory union","36693","6217","5209","","",""
"2014","3600123","NEW YORK CITY GEOGRAPHIC DISTRICT #27","New York","OZONE PARK","Local school district that is a component of a supervisory union","44520","10639","4221","","",""
"2014","3600124","CANISTEO-GREENWOOD CSD","New York","CANISTEO","Regular local school district","961","160","3","5848","954","0.163133"
"2014","3600125","EASTPORT-SOUTH MANOR CSD","New York","MANORVILLE","Regular local school district","3623","604","37","19051","3772","0.197995"
"2014","3600126","NEW YORK STATE DEPARTMENT OF CORRECTIONS","New York","ALBANY","State-operated agency","1363","429","0","","",""
"2014","3600127","NEW YORK STATE OFFICE MENTAL HEALTH (OMH)","New York","ALBANY","State-operated agency","354","224","0","","",""
"2014","3600128","KIPP TECH VALLEY CHARTER SCHOOL","New York","ALBANY","Charter agency","289","Missing/not reported","0","","",""
"2014","3600131","NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES (OCFS)","New York","RENSSELAER","State-operated agency","367","148","0","","",""
"2014","3600132","ORACLE CHARTER SCHOOL","New York","BUFFALO","Charter agency","377","Missing/not reported","18","","",""
"2014","3600133","NEW YORK STATE SCHOOL FOR THE BLIND","New York","BATAVIA","State-operated agency","0","53","0","","",""
"2014","3600134","URBAN CHOICE CHARTER SCHOOL","New York","ROCHESTER","Charter agency","404","Missing/not reported","0","","",""
"2014","3600135","NYC SPECIAL SCHOOLS - DISTRICT 75","New York","NEW YORK","Local school district that is a component of a supervisory union","22867","Missing/not reported","0","","",""
"2014","3600136","GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK","New York","NEW YORK","Charter agency","577","Missing/not reported","0","","",""
"2014","3600137","MANHATTAN CHARTER SCHOOL","New York","NEW YORK","Charter agency","262","Missing/not reported","0","","",""
"2014","3600138","HARLEM LINK CHARTER SCHOOL","New York","NEW YORK","Charter agency","301","Missing/not reported","0","","",""
"2014","3600139","FUTURE LEADERS INSTITUTE CHARTER SCHOOL","New York","NEW YORK","Charter agency","399","Missing/not reported","0","","",""
"2014","3600140","HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL","New York","NEW YORK","Charter agency","801","Missing/not reported","0","","",""
"2014","3600141","HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL","New York","NEW YORK","Charter agency","799","Missing/not reported","0","","",""
"2014","3600142","NEW YORK CENTER FOR AUTISM CHARTER SCHOOL","New York","NEW YORK","Charter agency","32","Missing/not reported","0","","",""
"2014","3600143","KIPP INFINITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","1085","Missing/not reported","0","","",""
"2014","3600144","SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS","New York","BRONX","Charter agency","434","Missing/not reported","0","","",""
"2014","3600145","WILLIAMSBURG COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","520","Missing/not reported","0","","",""
"2014","3600146","HELLENIC CLASSICAL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","477","Missing/not reported","0","","",""
"2014","3600147","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","980","Missing/not reported","0","","",""
"2014","3600148","KIPP AMP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","842","Missing/not reported","0","","",""
"2014","3600149","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL","New York","BROOKLYN","Charter agency","837","Missing/not reported","0","","",""
"2014","3600150","UFT CHARTER SCHOOL","New York","BROOKLYN","Charter agency","957","Missing/not reported","0","","",""
"2014","3600151","NEW YORK CITY GEOGRAPHIC DISTRICT #20","New York","BROOKLYN","Local school district that is a component of a supervisory union","49171","12056","9854","","",""
"2014","3600152","NEW YORK CITY GEOGRAPHIC DISTRICT #21","New York","BROOKLYN","Local school district that is a component of a supervisory union","34428","10280","4869","","",""
"2014","3600153","NEW YORK CITY GEOGRAPHIC DISTRICT #22","New York","BROOKLYN","Local school district that is a component of a supervisory union","34798","10197","2944","","",""
"2014","3600154","NEW YORK STATE SCHOOL FOR THE DEAF","New York","ROME","State-operated agency","0","46","0","","",""
"2014","3600155","CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE","New York","YONKERS","Charter agency","660","Missing/not reported","57","","",""
"2014","3600157","EXPLORE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","521","Missing/not reported","0","","",""
"2014","3600158","DEMOCRACY PREPARATORY CHARTER SCHOOL","New York","NEW YORK","Charter agency","747","Missing/not reported","0","","",""
"2014","3600159","COMMUNITY ROOTS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","454","Missing/not reported","0","","",""
"2014","3600160","ELMWOOD VILLAGE CHARTER SCHOOL","New York","BUFFALO","Charter agency","350","Missing/not reported","7","","",""
"2014","3600161","SOUTH BRONX CLASSICAL CHARTER SCHOOL","New York","BRONX","Charter agency","373","Missing/not reported","0","","",""
"2014","3600162","ALBANY COMMUNITY CHARTER SCHOOL","New York","ALBANY","Charter agency","643","Missing/not reported","8","","",""
"2014","3600163","INTERNATIONAL LEADERSHIP CHARTER SCHOOL","New York","BRONX","Charter agency","306","Missing/not reported","0","","",""
